Darren Aronofsky,2008,The Wrestler,US,Good,Venice Leone d’oro,,
Christopher Nolan,2010,Inception,US,Good,,,
David Fincher,2010,The Social Network,US,Special,,,
Lee Unkrich,2010,Toy Story 3,Pixar,Good,,,
Mark Romanek,2010,Never Let Me Go,UK,Good,,,
Martin Scorsese,2010,Shutter Island,US,Good,,,
Mike Leigh,2010,Another Year,UK,Special,,,
Tom Hooper,2010,The King's Speech,UK,Good,,Oscar Best Picture,
Woody Allen,2010,You Will Meet a Tall Dark Stranger,US,Good,,,
강우석,2010,이끼,Korea,Good,,,
나홍진,2010,황해,Korea,Good,,,
이정범,2010,아저씨,Korea,Good,,,
이창동,2010,시,Korea,Good,,,
장훈,2010,의형제,Korea,Good,,청룡영화제 최우수 작품상,
홍상수,2010,옥희의 영화,Korea,Good,,,
Jacques Audiard,2009,A Prophet (예언자),France,Good,,César Award for Best Film,
Juan José Campanella,2009,The Secret in Their Eyes (El secreto de sus ojos),Argentina,Special,,Oscar Best International Film,
Kathryn Bigelow,2009,The Hurt Locker,US,Special,,Oscar Best Picture,
Lars von Trier,2009,Antichrist,US,Good,,,
Marc Webb,2009,(500) Days of Summer,US,Good,,,
Michael Haneke,2009,The White Ribbon,Germany,Good,Cannes Palme d'Or,,
Pete Docter,2009,Up,Pixar,Good,,,
Rajkumar Hirani,2009,3 Idiots,India,Good,,IIFA Awards,
Stephen Daldry,2009,The Reader,US,Good,,,
박찬욱,2009,박쥐,Korea,Good,,,
봉준호,2009,마더 (Mother),Korea,Masterpiece,,청룡영화제 최우수 작품상,
최동훈,2009,전우치,Korea,Good,,,
Andrew Stanton,2008,Wall-E,Pixar,Masterpiece,,,
Christopher Nolan,2008,The Dark Knight,US,Masterpiece,,,
Clint Eastwood,2008,Gran Torino,US,Good,,,
Danny Boyle,2008,Slumdog Millionaire,UK,Good,,Oscar Best Picture,
David Fincher,2008,The Curious Case of Benjamin Button,US,Good,,,
Hirokazu Koreeda,2008,Still Walking (걸어도 걸어도),Japan,Good,,,
James Cameron,2008,Avatar,US,Good,,,
Jon Favreau,2008,Iron Man,US,Good,,,
Kiyoshi Kurosawa,2008,Tokyo Sonata,Japan,Good,,,
Paul Thomas Anderson,2008,There Will Be Blood ,US,Special,,,
Sam Mendes,2008,Revolutionary Road,US,Special,,,
Woody Allen,2008,Vicky Cristina Barcelona,US,Good,,,
Yōjirō Takita,2008,"Departures (おくりびと, 굿바이)",Japan,Good,,Oscar Best International Film,
나홍진,2008,추격자,Korea,Special,,,
이경미,2008,미쓰 홍당무,Korea,Good,,,
이윤기,2008,멋진 하루,Korea,Good,,,
이준익,2008,님은 먼 곳에,Korea,Good,,,
임순례,2008,우리 생애 최고의 순간,Korea,Good,,청룡영화제 최우수 작품상,
Ang Lee,2007,"Lust, Caution",China,Good,Venice Leone d’oro,,
Brad Bird,2007,Ratatouille,Pixar,Good,,,
David Fincher ,2007,Zodiac,US,Good,,,
David Yates,2007,Harry Potter and the Order of the Phoenix,US,,,,
Imtiaz Ali,2007,When We Met (잡위멧),India,Good,,,
Jay Chou,2007,Secret (말할 수 없는 비밀),Taiwan,Good,,,
"Joel Coen, Ethan Coen",2007,No country for old men,US,Masterpiece,,Oscar Best Picture,Fragility of life
John Carney,2007,Once,Ireland,Good,,,
Olivier Dahan,2007,La Vie en Rose,France,Special,,,
Sam Raimi,2007,Spider-Man 3,US,Good,,,
이창동,2007,밀양 (Secret Sunshine),Korea,Masterpiece,,,
한재림,2007,우아한 세계,Korea,Good,,청룡영화제 최우수 작품상,
허진호,2007,행복,Korea,Good,,,
Alfonso Cuarón,2006,Children of Men,US,Special,,,The precursor of 1917.
Christopher Nolan,2006,The Prestige,US,Good,,,
Florian Henckel von Donnersmarck,2006,The Lives of Others (타인의 삶),Germany,Good,,Oscar Best International Film,
Guillermo del Toro,2006,Pan's Labyrinth (El Laberinto Del Fauno),Spain,Special,,,Most tragic story that a movie can tell.
J.J. Abrams,2006,Mission: Impossible III,US,Good,,,
Jia Zhangke,2006,Still Life,China,Special,Venice Leone d’oro,,
Ken Loach,2006,The Wind That Shakes the Barley,UK,Special,Cannes Palme d'Or,,
Martin Scorsese,2006,The Departed,US,Good,,Oscar Best Picture,
Woody Allen,2006,Scoop,US,Good,,,
Woody Allen,2006,Match point,US,Good,,,
김태용,2006,가족의 탄생,Korea,Good,,,
봉준호,2006,괴물,Korea,Good,,청룡영화제 최우수 작품상,
이준익,2006,라디오 스타,Korea,Good,,,
최동훈,2006,타짜 (Tazza: The High Rollers/The War Of Flower),Korea,Masterpiece,,,
Ang Lee,2005,Brokeback Mountain,US,Good,Venice Leone d’oro,,
Christopher Nolan,2005,Batman Begins,US,Good,,,
Jacques Audiard,2005,The Beat That My Heart Skipped,France,Good,,César Award for Best Film,
"Jean-Pierre Dardenne, Luc Dardenne",2005,The Child,Belgium,Good,Cannes Palme d'Or,,
Michael Bay,2005,The Island,US,Good,,,
Michael Haneke,2005,Caché (히든),France,Good,,,
Nobuhiro Doi,2004,"いま、会いにゆきます (지금, 만나러 갑니다)",Japan,Special,,,
Steven Spielberg,2005,War of the Worlds,US,Good,,,
강우석,2005,공공의 적 2,Korea,Good,,,
류승완,2005,주먹이 운다,Korea,Good,,,
박찬욱,2005,친절한 금자씨,Korea,Good,,청룡영화제 최우수 작품상,
윤종빈,2005,용서받지 못한 자,Korea,Good,,,
이준익,2005,왕의 남자,Korea,Good,,,
임상수,2005,그때 그사람들,Korea,Good,,,
정윤철,2005,말아톤,Korea,Good,,,
한재림,2005,연애의 목적,Korea,Good,,,
허진호,2005,외출,Korea,Good,,,
Alex Proyas,2004,"I, Robot",US,Good,,,
Alfonso Cuarón,2004,Harry Potter and the Prisoner of Azkaban,US,,,,
Clint Eastwood,2004,Million Dollar Baby,US,Good,,Oscar Best Picture,
Hirokazu Koreeda,2004,Nobody Knows (아무도 모른다),Japan,Good,,,
Martin Scorsese,2004,The Aviator,US,Good,,,
Michael Mann,2004,Collateral,US,Good,,,
Michel Gondry,2004,Eternal Sunshine of the Spotless Mind,US,Masterpiece,,,
Mike Nichols,2004,Closer,US,Good,,,
Sam Raimi,2004,Spider-Man 2,US,Good,,,
Zhang Yimou,2004,House of Flying Daggers (연인),China,Good,,,
강우석,2004,실미도,Korea,Good,,청룡영화제 최우수 작품상,
유하,2004,말죽거리 잔혹사,Korea,Good,,,
최동훈,2004,범죄의 재구성,Korea,Good,,,
Alejandro González Iñárritu,2003,21 Gram,US,Good,,,
Andrew Stanton,2003,Finding Nemo,Pixar,Good,,,
Donald Petrie,2003,How to Lose a Guy in 10 Days,US,Good,,,
Edward Zwick,2003,The Last Samurai,US,Good,,,
Isshin Inudo,2003,"Josee, the Tiger and the Fish",Japan,Good,,,
Michael Bay,2003,Bad Boys II,US,Good,,,
Peter Jackson,2003,The Lord of the Rings: The Return of the King,US,Good,,Oscar Best Picture,
Richard Curtis,2003,Love Actually,UK,Good,,,
Sofia Coppola,2003,Lost in Translation,US,Good,,,
Takeshi Kitano,2003,Zatōichi,Japan,Good,,,
Tim Burton,2003,Big Fish,US,Good,,,
Yann Samuell,2003,Love Me If You Dare,France,Special,,,
박찬욱,2003,올드보이,Korea,Masterpiece,,,
봉준호,2003,살인의 추억,Korea,Good,,,
이재용,2003,스캔들 - 조선남녀상열지사,Korea,Good,,,
Baz Luhrmann,2002,Moulin Rouge!,US,Good,,,
Chris Columbus,2002,Harry Potter and the Chamber of Secrets,US,Good,,,
David Fincher,2002,Panic room,US,Good,,,
"Fernando Meirelles, Kátia Lund",2002,City of God,Brazil,Good,,,
"Jean-Pierre Dardenne, Luc Dardenne",2002,The Son,Belgium,Good,,,
Jean-Pierre Jeunet,2002,Amélie,France,Good,,César Award for Best Film,
Joel Schumacher,2002,Phone Booth,US,Good,,,
Paul Thomas Anderson,2002,Punch-Drunk Love ,US,Good,,,
Pedro Almodóvar,2002,Talk to Her (그녀에게),Spain,Good,,,
Rob Marshall,2002,Chicago,US,Good,,Oscar Best Picture,
Roman Polanski,2002,The Pianist,France,Good,Cannes Palme d'Or,César Award for Best Film,
Sam Raimi,2002,Spider-Man,US,Good,,,
Steven Spielberg,2002,Catch Me If You Can,US,Good,,,
Steven Spielberg,2002,Minority Report,US,Good,,,
Zhang Yimou,2002,Hero (영웅: 천하의 시작),China,Special,,,
강우석,2002,공공의 적,Korea,Good,,,
박찬옥,2002,질투는 나의 힘,Korea,Good,,,
"Wai Keung Lau, Alan Mak",2002,Infernal Affairs (무간도),Hong Kong,Good,,Hong Kong Film Awards,
유하,2002,"결혼은, 미친 짓이다",Korea,Good,,,
Cameron Crowe,2001,Vanilla Sky,US,Good,,,
Chris Columbus,2001,Harry Potter and the Philosopher's Stone,US,Good,,,
Danis Tanović,2001,No Man's Land,Bosna,Good,,Oscar Best International Film,
David Lynch,2001,Mulholland Drive,US,Good,,,
Hayao Miyazaki,2001,Spirited Away (센과 치히로의 행방불명),Japan,Good,Berlin Goldener Bär,Japan Academy Prize,
Michael Haneke,2001,The Piano Teacher (피아니스트),France,Special,,,
Nanni Moretti,2001,The Son's Room,Italia,Good,Cannes Palme d'Or,,
Ron Howard,2001,A Beautiful Mind,US,Good,,Oscar Best Picture,
Steven Spielberg,2001,Artificial Intelligence,US,Special,,,
박찬욱,2001,공동경비구역 JSA,Korea,Good,,청룡영화제 최우수 작품상,
허진호,2001,봄날은 간다,Korea,Special,,청룡영화제 최우수 작품상,
Ang Lee,2000,Hidden Dragon (와호장룡),Hong Kong,Good,,Oscar Best International Film,
Christopher Nolan,2000,Memento,US,Good,,,
Edward Yang,2000,Yi Yi (하나 그리고 둘),Taiwan,Special,,,
Giuseppe Tornatore,2000,Malèna,Italia,Good,,,
John Woo,2000,Mission: Impossible II,US,Good,,,
Lars von Trier,2000,Dancer In The Dark,Denmark,Masterpiece,Cannes Palme d'Or,,I won't watch Trier's movies anymore.
Ridley Scott,2000,Gladiator,US,Good,,Oscar Best Picture,
Robert Zemeckis,2000,Cast Away,US,Good,,,
Stephen Daldry,2000,Billy Elliot,UK,Good,,,
Wong Kar-wai,2000,"In the Mood for Love (花樣年華, 화양연화)",Hong Kong,Good,,,
류승완,2000,죽거나 혹은 나쁘거나,Korea,Good,,,
봉준호,2000,플란다스의 개,Korea,Good,,,
홍상수,2000,오! 수정,Korea,Good,,,
David Fincher,1999,Fight Club,US,Good,,,
"Jean-Pierre Dardenne, Luc Dardenne",1999,Rosetta,Belgium,Good,Cannes Palme d'Or,,
John Lasseter,1999,Toy Story 2,Pixar,Good,,,
Paul Thomas Anderson,1999,Magnolia,US,Masterpiece,Berlin Goldener Bär,,Agony of life. 
Roger Michell,1999,Notting Hill,US,Good,,,
Sam Mendes,1999,American Beauty,US,Special,,Oscar Best Picture,
Spike Jonze,1999,Being John Malkovich,US,Good,,,
The Wachowskis,1999,The Matrix,US,Masterpiece,,,
Tim Burton,1999,Sleepy Hollow,US,Good,,,
Yasuo Furuhata,1999,Poppoya (철도원),Japan,Good,,Japan Academy Prize,
Yōjirō Takita,1999,Secret (비밀),Japan,Good,,,
Zhang Yimou,1999,The Road Home (집으로 가는 길),China,Good,,,
김상진,1999,주유소 습격사건 (Attack the Gas Station),Korea,Good,,,
이명세,1999,인정사정 볼 것 없다,Korea,Good,,청룡영화제 최우수 작품상,
이창동,1999,박하사탕,Korea,Good,,,
Hirokazu Koreeda,1998,After Life (원더풀 라이프),Japan,Good,,,
John Madden,1998,Shakespeare in Love,US,Good,,Oscar Best Picture,
Michael Bay,1998,Armageddon,US,Good,,,
Steven Spielberg,1998,Saving Private Ryan,US,Good,,,
Terrence Malick,1998,The Thin Red Line,US,Good,Berlin Goldener Bär,,
허진호,1998,8월의 크리스마스,Korea,Good,,청룡영화제 최우수 작품상,
홍상수,1998,강원도의 힘,Korea,Good,,,
Abbas Kiarostami,1997,The Taste of Cherry,Iran,Good,Cannes Palme d'Or,,
Alejandro Amenábar,1997,Open your eyes,Spain,Good,,,
Andrew Niccol,1997,Gattaca,US,Good,,,
Bernard Rose,1997,Anna Karenina,US,Good,,,
James Cameron,1997,Titanic,US,Masterpiece,,Oscar Best Picture,
Jan de Bont,1997,Speed 2: Cruise Control,US,Good,,,
Kiyoshi Kurosawa,1997,Cure,Japan,Good,,,
Paul Thomas Anderson,1997,Boogie Nights,US,Special,,,
Ridley Scott,1997,G.I. Jane,US,Good,,,
Robert Zemeckis,1997,Contact,US,Good,,,
Roberto Remigio Benigni,1997,Life Is Beautiful ,Italia,Good,,Oscar Best International Film,
Steven Spielberg,1997,The Lost World: Jurassic Park,US,Good,,,
Anthony Minghella,1996,The English Patient,US,Good,,Oscar Best Picture,
Baz Luhrmann,1996,Romeo + Juliet,US,Good,,,
Brian De Palma,1996,Mission: Impossible,US,Good,,,
Cameron Crowe,1996,Jerry Maguire,US,Good,,,
Edward Zwick,1996,Courage Under Fire,US,Good,,,
Gilles Mimouni,1996,L'Appartement,France,Good,,,
"Joel Coen, Ethan Coen",1996,Fargo,US,Good,,,
Joel Schumacher,1996,A Time to Kill ,US,Good,,,
Michael Bay,1996,The Rock,US,Special,,,
Mike Leigh,1996,Secrets & Lies,UK,Masterpiece,Cannes Palme d'Or,,Two best long-takes.
강우석,1996,투캅스 2,Korea,Good,,,
김수정,1996,아기공룡 둘리: 얼음별 대모험,Korea,,,,
Agnieszka Holland,1995,Total Eclipse,US,Good,,,
Ang Lee,1995,Sense And Sensibility,US,Good,Berlin Goldener Bär,,
David Fincher,1995,Seven,US,Special,,,
John Lasseter,1995,Toy Story,Pixar,Good,,,
Mel Gibson,1995,Braveheart,US,Good,,Oscar Best Picture,
Michael Bay,1995,Bad Boys,US,Good,,,
Michael Mann,1995,Heat,US,Good,,,
Roger Donaldson,1995,Species,US,Good,,,
Ron Howard,1995,Apollo 13,US,Good,,,
Scott Kalvert,1995,The Basketball Diaries,US,Good,,,
Shunji Iwai,1995,Love Letter,Japan,Good,,,
Tony Scott,1995,Crimson Tide,US,Good,,,
Wolfgang Petersen,1995,Outbreak,US,Good,,,
Wong Kar-wai,1995,"Chungking Express (重慶森林, 중경삼림)",Hong Kong,Good,,Hong Kong Film Awards,
Barry Levinson,1994,Disclosure (폭로),US,Good,,,
Frank Darabont,1994,The Shawshank Redemption,US,Masterpiece,,,
Gillian Armstrong,1994,Little Women,US,Special,,,
James Cameron,1994,True Lies,US,Good,,,
James Ivory,1994,The Remains of the Day,UK,Good,,,
Jan de Bont,1994,Speed,US,Good,,,
Krzysztof Kieślowski,1994,Three Colours: Red,France,Good,,,
Krzysztof Kieślowski,1994,Three Colors: White,France,Good,,,
Michael Radford,1994,Il Postino: The Postman,Italia,Good,,,
Neil Jordan,1994,Interview With The Vampire: The Vampire Chronicles,US,Good,,,
Quentin Tarantino,1994,Pulp Fiction,US,Good,Cannes Palme d'Or,,
Robert Zemeckis,1994,Forrest Gump,US,Good,,Oscar Best Picture,
Roland Emmerich,1994,Stargate,US,Good,,,
Adrian Lyne,1993,Indecent Proposal,US,Good,,,
Ang Lee,1993,The Wedding Banquet,China,Good,Berlin Goldener Bär,,
Krzysztof Kieślowski,1993,Three Colours: Blue,France,Good,Venice Leone d’oro,,
Lasse Hallström,1993,What's Eating Gilbert Grape,US,Good,,,
Martin Scorsese,1993,The Age of Innocence,US,Special,,,
Nora Ephron,1993,Sleepless In Seattle,US,Good,,,
Steven Spielberg,1993,Jurassic Park,US,Good,,,
Steven Spielberg,1993,Schindler's List,US,Good,,Oscar Best Picture,
Sydney Pollack,1993,The Firm,US,Good,,,
강우석,1993,투캅스,Korea,Good,,,
Chen Kaige,1992,Farewell My Concubine (패왕별희),Hong Kong,Special,Cannes Palme d'Or,,
Clint Eastwood,1992,Unforgiven,US,Good,,Oscar Best Picture,
Martin Brest,1992,Scent of a Woman,US,Good,,,
Michael Mann,1992,The Last of the Mohicans,US,Good,,,
Régis Wargnier,1992,Indochine,France,Special,,Oscar Best International Film,
Rob Reiner,1992,A Few Good Men,US,Good,,,
Robert Redford,1992,A River Runs Through It,US,Masterpiece,,,
Ron Howard,1992,Far and Away,US,Good,,,
Tim Burton,1992,Batman Returns,US,Good,,,
Edward Yang,1991,A Brighter Summer Day (고령가 소년 살인사건),Taiwan,Good,,,
James Cameron,1991,Terminator 2: Judgment Day,US,Masterpiece,,,
Jonathan Demme,1991,The Silence of the Lambs,US,Good,,Oscar Best Picture,
Krzysztof Kieślowski,1991,The Double Life of Veronique (베로니카의 이중생활),France,Good,,,
Leos Carax,1991,The Lovers on the Bridge,France,Special,,,Goodbye! Our splendid 1990.
David Lynch,1990,Wild at Heart,US,Special,Cannes Palme d'Or,,David Linch's love.
Jerry Zucker,1990,Ghost,US,Good,,,
Kevin Costner,1990,Dances with Wolves,US,Good,,Oscar Best Picture,
Martin Scorsese,1990,Goodfellas,US,Masterpiece,,,
Tim Burton,1990,Scissorhands,US,Good,,,
Tony Scott,1990,Days Of Thunder (폭풍의 질주),US,Good,,,
Barry Levinson,1989,Rain Man,US,Good,Berlin Goldener Bär,Oscar Best Picture,
Bertrand Blier,1989,Too Beautiful for You (내겐 너무 이쁜 당신),France,Good,,César Award for Best Film,
Oliver Stone,1989,Born On The Fourth Of July,US,Good,,,
Robert Zemeckis,1989,Back to the Future II,US,Good,,,
Steven Soderbergh,1989,"Sex, Lies, and Videotape",US,Special,Cannes Palme d'Or,,Prelude of American Beauty.
Tim Burton,1989,Batman,US,Good,,,
Giuseppe Tornatore,1988,Cinema Paradiso,Italia,Good,,Oscar Best International Film,
Krzysztof Kieślowski,1988,A Short Film About Killing ,Poland,Good,,,
Krzysztof Kieślowski,1988,A Short Film About Love,Poland,Good,,,
Roger Donaldson,1988,Cocktail,US,Good,,,
Zhang Yimou,1987,Red Sorghum (붉은 수수밭),China,Good,Berlin Goldener Bär,,
Adrian Lyne,1986,9½ Weeks,US,Special,,,
Éric Rohmer,1986,The Green Ray,France,Special,Venice Leone d’oro,,
Jackie Chan,1986,Police Story,Hong Kong,Good,,Hong Kong Film Awards,
John Woo,1986,A Better Tomorrow (영웅본색),Hong Kong,Good,,,
Martin Scorsese,1986,The Color of Money,US,Good,,,
Roland Joffé,1986,The Mission,US,Good,Cannes Palme d'Or,,
Tony Scott,1986,Top Gun,US,Good,,,
James Ivory,1985,A Room with a View,UK,Good,,,
Robert Zemeckis,1985,Back to the Future,US,Good,,,
Woody Allen,1985,The Purple Rose of Cairo,US,Good,,,
James Cameron,1984,Terminator,US,Good,,,
Miloš Forman,1984,Amadeus,US,Masterpiece,,Oscar Best Picture,
Sergio Leone,1984,Once Upon a Time in America,US,Good,,,
Éric Rohmer,1983,Pauline at the Beach,France,Good,,,
Jean-Luc Godard,1983,"First Name: Carmen (Prénom Carmen, 미녀 갱 카르멘)",France,,Venice Leone d’oro,,
Ingmar Bergman,1982,Fanny and Alexander,Sweden,Special,,Oscar Best International Film,Personal monologue of Ingmar Bergman.
Richard Attenborough,1982,Gandhi,US,Good,,Oscar Best Picture,
Steven Spielberg,1982,E.T. the Extra-Terrestrial,US,Good,,,
Taylor Hackford,1982,An Officer and a Gentleman,US,Special,,,
George Miller,1981,Mad Max 2,Australia,Good,,,
Steven Spielberg,1981,Indiana Jones - Raiders of the Lost Ark,US,Good,,,
Martin Scorsese,1980,Raging Bull,US,Good,,,
Randal Kleiser,1980,The Blue Lagoon,US,Good,,,
Francis Ford Coppola,1979,Apocalypse Now,US,Good,Cannes Palme d'Or,,
Woody Allen,1979,Manhattan,US,Masterpiece,,,The first Woody Allen.
Steven Spielberg,1977,Close Encounters of the Third Kind,US,Good,,,
Woody Allen,1977,Annie Hall,US,Good,,Oscar Best Picture,
Martin Scorsese,1976,Taxi Driver,US,Good,Cannes Palme d'Or,,
Miloš Forman,1975,One Flew Over the Cuckoo's Nest,US,Good,,Oscar Best Picture,
Francis Ford Coppola,1974,The Godfather: Part II,US,Good,,Oscar Best Picture,
Andrei Tarkovsky,1972,Solaris,Russia,Good,,,
Francis Ford Coppola,1972,The Godfather,US,Good,,Oscar Best Picture,
Luis Buñuel,1972,The Discreet Charm of the Bourgoisie (부르주아의 은밀한 매력),France,,,Oscar Best International Film,
Don Siegel,1971,Dirty Harry,US,Good,,,
George A. Romero,1968,Night of the Living Dead,US,Good,,,
Stanley Kubrick,1968,2001: A Space Odyssey,US,Masterpiece,,,SF movie to be remembered for thousands of years.
Luis Buñuel,1967,Belle De Jour (세브린느),France,Special,Venice Leone d’oro,,
Mike Nichols,1967,The Graduate,US,Good,,,
Ingmar Bergman,1966,Persona,Sweden,,,,
Sergio Leone,1966,"The Good, The Bad, and The Ugly",Italia,Good,,,
Jean-Luc Godard,1965,Pierrot le fou (미치광이 삐에로),France,Special,,,Unforgettable their love story. Personal drama of Godard.
Robert Wise,1965,The Sound of Music,US,Masterpiece,,Oscar Best Picture,
George Cukor,1964,My Fair Lady,US,Good,,Oscar Best Picture,
Jacques Demy,1964,Les Parapluies de Cherbourg,France,Masterpiece,Cannes Palme d'Or,,Why is absence so hard to bear.
Jean-Luc Godard,1964,Band of Outsiders (국외자들),France,,,,
Robert Stevenson,1964,Mary Poppins,US,Good,,,
Stanley Kubrick,1964,Dr. Strangelove,US,Good,,,
Federico Fellini,1963,8½,Italia,Good,,Oscar Best International Film,
Agnès Varda,1962,Cleo from 5 to 7,France,Good,,,
Andrei Tarkovsky,1962,Ivan's Childhood,Russia,Good,Venice Leone d’oro,,
François Truffaut,1962,Jules and Jim,France,Good,,,
Jean-Luc Godard,1962,Vivre Sa Vie (To Live Her Life),France,Masterpiece,,,"Anna Karina, Beauty of movie."
Luis Buñuel,1962,El Ángel exterminador (절멸의 천사),Mexico,,,,
Blake Edwards,1961,Breakfast at Tiffany's,US,Good,,,
Jean-Luc Godard,1961,A Woman Is A Woman (Une Femme Est Une Femme),France,Good,,,
Alfred Hitchcock,1960,Psycho,US,Special,,,
Jean-Luc Godard,1960,Breathless (네 멋대로 해라),France,,,,
김기영,1960,하녀,Korea,Good,,,
François Truffaut,1959,The 400 Blows (400번의 구타),France,Good,,,
William Wyler,1959,Ben-Hur,US,Good,,Oscar Best Picture,
Alfred Hitchcock,1958,Vertigo,US,Good,,,
Billy Wilder,1957,Love in the Afternoon (하오의 연정),US,Good,,,
Sidney Lumet,1957,12 angry men,US,Masterpiece,Berlin Goldener Bär,,
Don Siegel,1956,Invasion of the Body Snatchers,US,Good,,,
George Stevens,1956,Giant,US,Good,,,
John Ford,1956,The Searchers,US,Good,,,
Delbert Mann,1955,Marty,US,Special,Cannes Palme d'Or,Oscar Best Picture,
Elia Kazan,1955,East of Eden,US,Good,,,
Nicholas Ray,1955,Rebel Without a Cause,US,Good,,,
Akira Kurosawa,1954,Seven Samurai,Japan,Stopped,,,
Alfred Hitchcock,1954,Rear Window (이창),US,Good,,,
Yasujirō Ozu,1953,Tokyo Story,Japan,Masterpiece,,,True art is about finding the best representation of an era.
"Gene Kelly, Stanley Donen",1952,Singin' in the Rain,US,Good,,,
René Clément,1952,Forbidden Games (금지된 장난),France,Good,Venice Leone d’oro,Oscar Best International Film,
Akira Kurosawa,1950,Rashomon,Japan,Good,Venice Leone d’oro,Oscar Best International Film,
Yasujirō Ozu,1949,晩春 (만춘),Japan,Good,,,
Max Ophüls,1948,Letter from an Unknown Woman,US,Special,,,
Vittorio De Sica,1948,Bicycle Thieves,Italia,Good,,Oscar Best International Film,
Frank Capra,1946,It's a Wonderful Life,US,Special,,,
David Lean,1945,Brief Encounter,UK,Good,Cannes Palme d'Or,,
Michael Curtiz,1942,Casablanca,US,Good,,Oscar Best Picture,
John Ford,1941,How Green Was My Valley,US,Good,,Oscar Best Picture,
Orson Welles,1941,Citizen Kane,US,Good,,,
Alfred Hitchcock,1940,Rebecca,US,Good,,Oscar Best Picture,
"Ben Sharpsteen, Hamilton Luske",1940,Pinocchio,US,Good,,,
Frank Capra,1939,Mr. Smith Goes to Washington,US,Special,,,
Jean Renoir,1939,The Rules of the Game,France,Good,,,
Victor Fleming,1939,The Wizard of Oz,US,Special,,,
Victor Fleming,1939,Gone with the Wind,US,Good,,Oscar Best Picture,
Charlie Chaplin,1936,Modern Times,US,Good,,,
F. W. Murnau,1927,Sunrise: A Song of Two Humans,US,Good,,,